x1,x2,label
23.28339312290121,-30.28578526883939,1
-6.0889568038423265,-12.553709326278376,1
-7.791715612987006,-11.72828677269314,1
-19.787364623264853,16.015812253731465,1
-19.787364623264853,16.01581225373146,1
-18.38087898035258,15.39256477823152,1
-18.78110897024751,15.570386437512711,1
-13.655092820937654,-10.713264628273865,1
-5.00500457889993,-13.876661647048298,1
51.40892603304286,-0.9127955981082168,1
9.28202803034295,-23.28130532302007,1
9.255489397947827,-20.090837756021234,1
11.014687156440647,-16.730311593803147,1
0.8134610862172756,-23.617581860872555,1
55.11970507806772,3.0227632631130197,1
-12.700832792740075,-0.7626187310877747,1
1.9861001326769219,-19.0857686485672,1
7.684092505307406,-19.28526509570472,1
6.637013123474871,-22.76816562145667,1
-22.74894806419153,13.58916610726574,1
-18.789990836336735,14.29593564784168,1
8.579614714565032,-17.33016772115201,1
6.203262059219321,45.13244715672602,1
13.346827642318667,51.86657632664211,1
12.490380663561679,49.625769976182575,1
68.03275057409027,12.871027508302518,1
63.561442719939336,13.417395452158898,1
45.770016052266904,-15.539730487476183,1
-17.39204409939557,-10.564863857102683,1
-9.806990279540031,-3.7067086442719615,1
-14.83910522243753,-2.621414758479259,1
-4.865528030033562,-15.825957331173889,1
-6.732261513424383,-22.38058415807174,1
17.1393357398783,52.527275738304375,1
17.296249165067326,55.8338884732438,1
17.33597879479949,56.216823115729206,1
-22.127892770988627,13.269379077179446,1
1.1773847425524298,-10.78735881739451,1
-5.9447577340696975,-8.183166029545735,1
3.016223545296535,-16.011666856709525,1
34.90670024888699,-16.56551986008768,1
-1.213987661578177,-13.223107575718352,1
-22.87118873276069,14.738028983406755,1
-8.13466953504216,-7.2115732143048605,1
-1.967897007033356,-9.477785083675169,1
-20.572602746284584,-4.484990830047764,1
-8.24815515915537,22.185258453810757,1
-7.736603479775461,33.58539851464732,1
-5.335999206847132,-6.94831521857912,1
-0.04875550056294871,-9.542465088640373,1
19.864234546467134,-21.299587946110012,1
-24.996257406532273,16.888493864909847,1
-11.171277979217638,1.6832438796386708,1
-8.173673353649187,0.5812565535225678,1
-4.9912143758386485,-2.8140885370941273,1
-10.073349196589932,-0.7311921942084016,1
17.636414732270904,-33.66228107131591,-1
23.307826956391494,-29.614438016905357,-1
17.870528661085167,-33.803833613383006,-1
18.342434459816296,-30.270741755675274,-1
17.989601075199545,-34.732925937850865,-1
16.01130537279197,-31.974075861991672,-1
21.590254780374487,-31.556064897736583,-1
16.751582799095157,-34.10381087084864,-1
16.735005710428556,-34.09659479710768,-1
18.06312237914677,-33.2213237344625,-1
22.048713085434386,-27.005474127193814,-1
18.129716475130422,-30.355143597301662,-1
19.011006600403135,-22.777592240446424,-1
20.20950890631684,-27.557482742801188,-1
21.85829353411756,-29.41379469094396,-1
22.88053993040614,-30.906743692831718,-1
21.09136589540743,-24.05585283127236,-1
18.924664893836425,-31.499272389954843,-1
23.457588920456654,-30.460543096157924,-1
17.10365529114437,-36.24269086556142,-1
17.505760848288162,-37.520428810095176,-1
18.069532300460867,-36.95864475585486,-1
20.29121245547566,-30.44774270227967,-1
20.78294202385934,-32.33812468052571,-1
17.551095340586233,-33.78646214659931,-1
15.13848427026546,-32.33926259017972,-1
22.566201851951632,-30.813037365973997,-1
19.480400310418702,-30.138389338881893,-1
19.919884572228195,-30.270663730613876,-1
15.024822489440476,-30.935997488471596,-1
18.62401370824797,-28.691930399355076,-1
20.637757767768946,-29.56577068739947,-1
21.166540592659278,-29.745201856177346,-1
22.09181957261185,-28.753280234782398,-1
16.69724276142387,-28.96721823652145,-1
18.184829422380535,-37.81804593426929,-1
17.38275135424831,-28.836636621746216,-1
16.770248424995263,-29.027643702536054,-1
18.45027066003548,-33.49964055039173,-1
18.025307939556278,-36.60344933955099,-1
18.54142525883285,-31.90961504233095,-1
