x1,x2,label
2.552478065690015,-11.222889426964192,1
2.6482979883363336,-7.7645391880384915,1
-2.023865032029809,-4.182828971488053,1
-2.333768632368661,-4.742227199698486,1
-2.321649244204166,-4.237054687774941,1
3.0762028084505286,-9.540853036016982,1
3.0762028084505286,-9.540853036016982,1
3.1572223072785706,-6.61941309286339,1
3.13184193758809,-7.4953409972240355,1
0.6252316621388777,-4.082297616987106,1
0.5466239852365686,-6.70090929018785,1
-7.037972019508199,-4.57608495769651,1
-3.5640371381078793,-5.738269969590826,1
-3.6007887476191813,-7.0569758260261555,1
-3.7001264138467125,-10.784086985581938,1
-3.450953894487624,-1.6789998776415849,1
-7.2507329327669,-0.5897501231431905,1
-4.022541709536629,-5.12988850267432,1
-3.3535431777942097,-3.571012199465867,1
-3.541722997317899,-10.46244206719755,1
-3.4699989556661253,-7.88808649707825,1
6.480522024202652,-3.38952527290486,1
6.35861920801331,-7.849391751326497,1
-4.2279885041815275,-11.965254312509423,1
-4.949458099200071,0.3893233687995979,1
-5.10391361626751,-5.32815043366877,1
-4.978982048508772,-0.5828869470460565,1
-5.304923014028312,3.7026062547898664,1
-5.338975413074435,2.5188747324928102,1
-5.690213578598319,-10.214951066244678,1
-0.2716552459879226,-5.239239427658253,1
1.7001945384751365,-9.005205975309908,1
1.7667323979665872,-6.3948892683423955,1
-2.044571392044305,-2.5243369298356146,1
-1.8493862525328362,4.537474159205725,1
-5.888657765687915,-3.7688134134939415,1
-5.961858443628977,-6.362026609935751,1
-5.962718708113664,-6.586569689712509,1
5.640757780198979,-11.8085632602363,1
-0.15011180726001339,-10.784474373909527,1
-0.36799360428179345,-10.192128105604713,1
-4.214573112397795,-9.19254251832334,1
-5.930664760382097,-10.534284479321636,1
-2.0967329554199767,-6.861941755891831,1
13.578030299663537,-10.615560077683444,1
-0.16022847513478186,-6.022229882971889,1
-0.2655819040263331,-9.904276342251483,1
0.06432860049789121,2.145853912704367,1
4.611332909870225,-1.9804044559399316,1
4.762135181049734,3.363664528341523,1
-0.6644952228731996,-7.616714409398526,1
-0.77115689759944,-11.457841106591236,1
-3.8328975599718587,-7.186060375985497,1
0.974143805957334,-7.442216933172414,1
2.5383723672870686,-8.615486305725318,1
2.490690537737625,-10.279223058620211,1
0.15775182490529563,-5.23994027821217,-1
0.3216636655926665,1.0581474993636306,-1
0.2309243801358282,-2.437412385484279,-1
0.3653691481020297,2.5006590922915874,-1
0.2500846490817656,-1.6071956916520795,-1
0.09787735135635178,-7.228679098880995,-1
