text,label
"My baby sitter was a fan so I saw many of the older episodes while growing up. I'm not a fan of Scooby Doo so I'm not sure why I left the TV on when this show premiered. To my surprise I found it enjoyable. To me Shaggy and Scooby were the only interesting characters *dodges tomatoes from fans of the others* so I like that they only focus on those two. However, this may cause fans of the original shows to hate it. I like the voice acting, especially Dr. Phinius Phibes. I liked listening to him even before I knew he was Jeff Bennett. And Jim Meskimen as Robi sounds to me like he's really enjoying his job as an actor. I also get a kick out of the techies with their slightly autistic personalities and their desires to play Dungeons and Dragons or act out scenes from Star Wars (not called by those names in the show, of course).",1
"I commented on this when it first debuted and gave it a ""thumbs in the middle"" review, remarking that I'd give it the benefit of the doubt beyond just the first episode. I've seen a total of six episodes now up to this point in June 2006. And as a lifelong Batman fanatic, I can say without hesitation: this show is utter crap.<br /><br />Everything's wrong with it. Everything. Getting past just the lousy animation and design, the stories are ridiculously convoluted and with no character development or apparent interest by the writers of this dreck to give any substance to any stories.<br /><br />And for God's sake...is it just me, or is the Joker in EVERY EPISODE?? Is Gotham that much of a revolving-door justice system? Or, again, is it just a complete lack of interest in the writers to put any effort into other villains (see ""no character development"", above).<br /><br />And to make matters worse, every single Joker tale is the same 3-part formula.<br /><br />1) Joker gasses people.<br /><br />2) Joker sets out to gas the whole city.<br /><br />3) Batman saves the day.<br /><br />Pfeh.<br /><br />There was one episode I saw that wasn't a Joker story. The title escapes me, but the villain was that nefarious Cluemaster...the ""Think Thank Thunk"" episode with the quiz show. That was the single-worst Batman story I've ever seen, heard or read. Yes, worse than ""I've Got Batman in My Basement."" <br /><br />I can't really say what I feel this show is because it's probably against the ToS, but it starts with ""B"" and rhymes with ""fastardization"". Thank goodness for the existence of the Timm/Dini/etc. era of Bat-entertainment, back from the Fox and Kids WB days. Stuff that good, and I should have known this, just couldn't possibly have lasted forever, unfortunately.",0
"Despite excellent trailers for Vanilla Sky, I was expecting to be disappointed by the film because I'd heard that it did not get great reviews. However, I left the cinema completely in awe of how good Vanilla Sky is.<br /><br />There was no bad acting at all in the whole film, every single character is believable. The romantic moments between Cruise's character, David Aames and Cruz's character, Sophia are tear-jerkingly realistic and intimate (probably due to the fact that they were a soon-to-be real-life couple).<br /><br />The plot of Vanilla Sky will confuse you in the last third of the film and there's very little chance of you guessing the ending. However, ends are tied up towards the end, leaving you with a strange mixture of feelings consisting of sadness, shock and empathy for David Aames.<br /><br />The film is intellectual and you have to pay attention throughout. This isn't that hard because chances are that you'll be completely drawn in to the film and won't take your eyes off the screen for one second.<br /><br />I usually leave cinemas forgetting all about the film I just watch. But Vanilla Sky is still lingering in my mind days after watching it. I recommend it to anyone who wants a change from simple, shallow films.",1
"I really like 101 Dalmations when it came out in 1996, now 5 years later i went to see 102 dalmations in 2001, i thought it was fantastic but i think 101 is better because i think it's more funnier, more humor, and also that movie was based on the same story as the cartoon version (one hundred and one dalmations (1961) i wonder if there are plans for 103 Dalmations. I hope there is, maybe yes, maybe no, all of us dalmation fans will have to find out if there is going to be 103 dalmations in the future.",1
"I saw this film at its New York's High Falls Film Festival screening as well and I must say that I found it a complete and awful bore. Although it was funny in some places, the only real laughs was that there appeared to be o real plot to talk about and the acting in some places was dreadful and wooden, especially the ""Lovely Lady"" and the voice of the narrator (whom I have never heard of) had a lot to be desired. J.C.Mac was, I felt, the redeeming feature of this film, true action and grit and (out of the cast) the only real acting. I am sure with another cast and a tighter reign on the directing, this could have been a half decent film. Let us just hope that it is not sent out on general release, or if you really want a copy, look in the bargain bin in Lidl.",0
"Even if you know absolutely nothing about Ireland, you have to love ""My Left Foot"" (and especially Daniel Day-Lewis' performance in it). He plays cerebral palsy-afflicted Christy Brown. Due to this, he has spent most of his life ostracized. Even when trying to warn people about something, they just laugh at him. The light in the darkness for him is that he has control over one body part: his left foot. He uses that appendage to paint and write poetry, bringing him to prominence.<br /><br />Daniel Day-Lewis and director Jim Sheridan did very well on this collaboration, and also on a later collaboration: ""In the Name of the Father"" (but ""The Boxer"" was unnecessary). ""My Left Foot"" can make you feel many ways: sad, hopeful, or something else. But in any case, Daniel Day-Lewis gave the performance of a lifetime here. A great movie in every sense.",1
"This film came recommended as a good action film, which I don't really think it is. I found the story convoluted and not all that easy to follow. There really isn't that much action until the end of the film and it's pretty dark and hard to see what's really happening. I was sure hoping for something different, but, alas, didn't find it here.",0
"<br /><br /> I suppose this is not the best film ever made but I voted it at 10 stars all the same. Mainly because of my feelings at the end. I and all the people around me were simply touched. This is something you don't often feel . We are all getting a bit cynical and fed up with over sentimentality, lazy manipulation or preaching in modern films. The story of the film centres around Jane a young woman in the last stages of MND and the friendship that grows between her and Richard, a man on the verge of a breakdown. This could have so easily been a dull and worthy piece but it is so humorous, humane and lacking in sentimentality that it wins you over completely and against the odds is a feel good movie. <br /><br />The acting from Branagh and Bonham-Carter is superb especially the latter who is always believable and strong in her role. The chemistry between the two also lifts the movie. <br /><br />The title comes from Richards masterpiece, a plane made of junk and his old paintings. Flying here is a symbol for both Richards and Janes living life to the full so that one can carry on and the other can face the end. <br /><br />A beautiful and funny movie that I would recommend to anyone. don't let the subject matter put you off.",1
"Interesting story about a soldier in a war who misses out on saving the life of a young girl from the enemy and is haunted by this event, even though he did save many other captive children. The film flashes a head and this soldier is now a teacher in a high school that is managed mostly by policemen patrolling the hallways, bathrooms and even class rooms. In other words, the High School is a prison and most of the kids pay very little attention to their teachers or principal. Dolph Lundgren,(Sam Decker) plays the soldier/school teacher and decides he is going to quit teaching and go into another field. However, the principal asks him to have a Detention Class as his last duty as a teacher. It is at this point in the film when all Hell breaks loose and the story becomes a complete BOMB. Try to enjoy it, if you decided to View IT !",0
"this video is 100% retarded. besides the brain cell killing acting and plot, it's way too long. don't waste your money at the video store. i actually was mad that i sat through this garbage and spent money on it. just absolutely awful.",0
"A very well made film set in early '60s communist Yugoslavia. The five young actors who are the teenagers at the center of the story give strong, sincere and emotionally deep performances. A clear depiction of how the natural trust and naivete inherent in teens can be easily manipulated and how that impacted the rest of their lives. Highly recommended.",1
"I really dislike both Shrek films. (Since their both ""PG"" and have words in them I would never say myself, so I disliked them.)<br /><br />But when it comes to ""Spirit: Stallion of the Cimarron,"" which I just barely watched for the first time last month, I became a fan of animated films, other than Pixar. ***Spoilers ahead*** In ""Spirit: Stallion of the Cimarron,"" a horse foal is born and eventually becomes the leader of his heard. One night, he sees a strange light in the distance, and he sets off toward it. This action eventually leads to his capture, and several more things. Throughout the movie, we hear a narration. It's through the thoughts of Spirit, though the horses never talk. This is what makes the movie so goo. They (the movie makers) recored real horses to do the sounds the horses made; none of those sounds were made by humans.<br /><br />Spirit meets Rain, a beautiful mare, and Little Creek, a native-American, who owns Rain. Little Creek later frees Spirit and Rain, they go running home.<br /><br />I have never been a big fan of Brian Adams, but I intend to buy the soundtrack to this film in the near future. <br /><br />Watch this film, and you won't regret it. My Score: 10/10",1
This movie is not for the faint or weak of heart. It couldn't decide if it was going to be porn or legit. It was neither one. It was just bad. There was nothing in this movie to make me want to see anything else made by these people again.,0
"""After the atomic bombs carried by a shot-down Soviet bomber explode in the Arctic, the creature 'Gammera' is released from his hibernation. The giant prehistoric turtle proceeds on a path to Tokyo and destroys anything in his path. The military and the scientific community rush to find a means to stop this monster before Tokyo is laid to waste,"" according to the DVD sleeve's synopsis. <br /><br />The re-produced for American audiences version of this, the first film in the ""Gamera"" series, adds English language material that is even funnier than the regularly dubbed Japanese fare. Clearly, the monster is following in the footsteps of ""Godzilla"". Taking his cue from ABC's faddish ""Batman!"" TV series, musician Wes Farrell's ludicrous theme song heightens the US version's camp appeal.<br /><br />*** Gammera the Invincible (12/15/66) Sandy Howard, Noriaki Yuasa ~ Dick O'Neill, Brian Donlevy, Albert Dekker, John Baragrey",0
"Jeff Lowell has written & directed 'Over Her Dead Body' poorly. The idea is first of all, is as stale as my jokes and the execution is just a cherry on the cake.<br /><br />Minus Eva Longoria Parker there is hardly anything appealing in this film. Eva looks great as ever and delivers a likable performance.<br /><br />Paul Rudd looks jaded and least interested. Lake Bell is a complete miscast. She looks manly and delivers a strictly average performance. Jason Biggs is wasted, so is Lindsay Sloane.<br /><br />I expected entertainment more from this film. Sadly, I didn't get entertained.",0
"One of the worst movies I've seen shoddy camera work, crappy filter usage, film was grainy, script was terrible, i mean come on, how predictable was the big battle at the end.....<br /><br />some of the fight scenes were okay i guess....<br /><br />some scenes were so bad it was comical ...like Sorbo getting the horse and riding at the end...LOL i mean really ..a horse? Oh cant forget how the bad assassins roll around in the same vehicle throughout the entire movie..one would think that after killling key witness and federal agents, they woulda been tracked down..ETC, ETC really don't bother watching it...",0
"Half Past Dead, starring Steven Seagal in the main role was a major B-hit. Half Past Dead 2 is just a direct-to-video sequel, an action movie with nothing lose but with no capacity to win something. It's less entertaining than the first one: in all aspects. But it's although worthy a look. If you like action movies or just something to watch during a popcorn session; if you also like to watch former WWE stars on screen or even if you love to watch sequels, even if they are direct or not.<br /><br />Kurupt did a good job, Bill Goldberg was below the average, I think he isn't made to the job. Kurupt is a good comedian, I say. The rest did the job, but nothing amazing, nothing far from alright.<br /><br />Technical details, well, a production made by Sony can't be great. Cinematography was a disaster but overall direction was acceptable. Whatever, just watch it if you want. If you watch, you won't lose anything. But if you don't... well, you won't lose either.",0
